,,,,,,,,,,,
Stat,Mean,Repetitions,100,Stratification,_,,,,,,
Alive,0,1,2,3,4,5,6,7,8,9,10
iBioSim,100,94.72,89.99,85.39,81.27,76.98,72.69,68.98,65.73,62.47,59.3
MIST,100.0,95.379999999999995,90.620000000000005,85.989999999999995,81.739999999999995,77.569999999999993,74.030000000000001,70.450000000000003,66.560000000000002,63.140000000000001,59.969999999999999
Diff,0.0,0.6599999999999966,0.6300000000000097,0.5999999999999943,0.46999999999999886,0.5899999999999892,1.3400000000000034,1.4699999999999989,0.8299999999999983,0.6700000000000017,0.6700000000000017
,,,,,,,,,,,
Stat,STD,Repetitions,100,Stratification,_,,,,,,
Alive,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,2.23416990211469,3.06328865334911,3.64565605629605,3.91798494900198,3.9974234125739,4.32912382951945,4.94409146396387,5.15194383243114,5.11968867424691,5.19420811864503
MIST,0.0,2.0389143476791074,3.237345214895075,3.5802347420358922,3.5890405571979986,4.0182789421051464,4.2769171376144524,4.4253060157839181,4.5975839065511117,4.616658461867778,4.7085887568153666
Diff,0.0,0.19525555443558273,0.17405656154596505,0.06542131426015763,0.32894439180398116,0.020855529531246475,0.05220669190499727,0.5187854481799521,0.5543599258800285,0.5030302123791319,0.4856193618296638
,,,,,,,,,,,
Stat,Min,Repetitions,100,Stratification,_,,,,,,
Dead,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,1,3,6,9,12,14,18,21,24,27
MIST,0.0,1.0,2.0,7.0,10.0,15.0,16.0,18.0,20.0,24.0,27.0
Diff,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0
,,,,,,,,,,,
Stat,Max,Repetitions,100,Stratification,_,,,,,,
Dead,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,11,18,26,31,34,38,43,48,50,54
MIST,0.0,11.0,22.0,23.0,28.0,31.0,35.0,39.0,45.0,47.0,51.0
Diff,0.0,0.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
,,,,,,,,,,,
Stat,Mean,Repetitions,100,Stratification,_,,,,,,
Dead,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,5.33333333333333,10.01,14.61,18.73,23.02,27.31,31.02,34.27,37.53,40.7
MIST,0.0,4.6200000000000001,9.3800000000000008,14.01,18.260000000000002,22.43,25.969999999999999,29.550000000000001,33.439999999999998,36.859999999999999,40.030000000000001
Diff,0.0,0.7133333333333303,0.629999999999999,0.5999999999999996,0.46999999999999886,0.5899999999999999,1.3399999999999999,1.4699999999999989,0.8300000000000054,0.6700000000000017,0.6700000000000017
,,,,,,,,,,,
Stat,STD,Repetitions,100,Stratification,_,,,,,,
Dead,0,1,2,3,4,5,6,7,8,9,10
iBioSim,0,2.18061964606768,3.06328865334911,3.64565605629605,3.91798494900198,3.9974234125739,4.32912382951945,4.94409146396387,5.15194383243114,5.11968867424691,5.19420811864503
MIST,0.0,2.038914347679107,3.237345214895075,3.5802347420358922,3.5890405571979986,4.0182789421051472,4.2769171376144524,4.4253060157839181,4.5975839065511117,4.616658461867778,4.7085887568153666
Diff,0.0,0.14170529838857293,0.17405656154596505,0.06542131426015763,0.32894439180398116,0.020855529531247363,0.05220669190499727,0.5187854481799521,0.5543599258800285,0.5030302123791319,0.4856193618296638
,,,,,,,,,,,
