"","min","max","mean","sd"
"year_0",100,100,100,0
"year_1",92,98,94.5,2.12132034355964
"year_2",88,93,90.2,1.98885785202351
"year_3",83,88,85.3,1.70293863659264
"year_4",76,86,81.1,2.7264140062238
"year_5",71,82,77.2,3.58391468152416
"year_6",68,78,73.3,3.8020462326957
"year_7",62,74,68.3,4.29599296502631
"year_8",56,73,65.1,5.68526360182377
"year_9",54,71,62.7,5.25039681040078
"year_10",52,69,59.2,5.69209978830308
