"","min","max","mean","sd"
"X1",20,20,20,NA
"X2",10,10,10,NA
"X3",8,8,8,NA
"X4",4,4,4,NA
"X5",3,3,3,NA
"X6",3,3,3,NA
"X7",1,1,1,NA
"X8",1,1,1,NA
"X9",1,1,1,NA
"X10",2,2,2,NA
"X11",2,2,2,NA
