"","min","max","mean","sd"
"X1",0,0,0,0
"X2",13,27,17.8,4.15799096787005
"X3",14,25,20,4.02768199119819
"X4",13,24,19.8,3.8815804341359
"X5",14,23,17.9,3.24722103412201
"X6",12,21,16.5,2.71825107171668
"X7",10,18,13.7,2.75075747143703
"X8",10,16,12.5,1.95789002074512
"X9",3,12,8.4,3.37309617084627
"X10",4,12,7.7,2.75075747143703
"X11",2,8,5.8,2.0976176963403
