"","min","max","mean","sd"
"year_0",0,0,0,0
"year_1",7,7,7,NA
"year_2",11,11,11,NA
"year_3",15,15,15,NA
"year_4",19,19,19,NA
"year_5",22,22,22,NA
"year_6",24,24,24,NA
"year_7",28,28,28,NA
"year_8",30,30,30,NA
"year_9",33,33,33,NA
"year_10",35,35,35,NA
