"","min","max","mean","sd"
"X1",50,50,50,0
"X2",23,31,26,2.98142396999972
"X3",9,23,17.1,3.75499667110372
"X4",3,14,11.1,3.5103022978402
"X5",5,11,7.5,1.90029237516523
"X6",2,10,5.5,2.06827894099848
"X7",2,7,4.5,1.58113883008419
"X8",1,5,2.7,1.41813649241218
"X9",1,3,2.2,0.788810637746616
"X10",1,3,1.875,0.83452296039628
"X11",1,3,1.44444444444444,0.726483157256779
