"","min","max","mean","sd"
"X1",30,30,30,NA
"X2",20,20,20,NA
"X3",10,10,10,NA
"X4",7,7,7,NA
"X5",4,4,4,NA
"X6",6,6,6,NA
"X7",5,5,5,NA
"X8",4,4,4,NA
"X9",2,2,2,NA
"X10",1,1,1,NA
"X11",2,2,2,NA
