"","min","max","mean","sd"
"X1",30,30,30,NA
"X2",23,23,23,NA
"X3",16,16,16,NA
"X4",13,13,13,NA
"X5",10,10,10,NA
"X6",8,8,8,NA
"X7",6,6,6,NA
"X8",6,6,6,NA
"X9",6,6,6,NA
"X10",4,4,4,NA
"X11",5,5,5,NA
