"","min","max","mean","sd"
"X1",20,20,20,0
"X2",7,14,10.6,2.31900361745681
"X3",2,9,5.9,2.51440295541948
"X4",2,6,4,1.15470053837925
"X5",1,4,2.4,1.17378779077727
"X6",1,3,2.125,0.83452296039628
"X7",1,4,2.14285714285714,1.3451854182691
"X8",1,2,1.375,0.517549169506766
"X9",1,1,1,0
"X10",1,2,1.5,0.547722557505166
"X11",1,2,1.2,0.447213595499958
