"","min","max","mean","sd"
"X1",0,0,0,0
"X2",1,5,1.75,1.02760408195653
"X3",6,21,13.86,3.09453738322251
"X4",17,31,24.05,3.13782720938544
"X5",22,37,31.19,3.09020936821341
"X6",28,42,35.94,2.89485785837613
"X7",30,44,39.18,2.82263577658768
"X8",33,48,42.05,2.60293152527156
"X9",38,49,44.3,2.096172558245
"X10",40,49,45.72,1.66411926534516
"X11",43,50,46.91,1.55111559722659
