"","min","max","mean","sd"
"X1",50,50,50,0
"X2",16,32,25.71,3.2668985693814
"X3",8,23,16.19,3.14528667736794
"X4",3,19,11.25,2.65290007121994
"X5",2,14,7.71,2.49563254871021
"X6",1,12,5.78,2.24544432173684
"X7",1,10,4.33333333333333,2.06526175640014
"X8",1,9,3.28571428571429,1.63719649741075
"X9",1,6,2.59782608695652,1.26716593541786
"X10",1,5,2.10714285714286,1.16182093412041
"X11",1,5,1.79166666666667,0.992045830381573
