"","min","max","mean","sd"
"X1",0,0,0,0
"X2",12,15,13.3,1.15950180872841
"X3",3,10,7.6,2.17050941281329
"X4",2,7,5.2,1.75119007154183
"X5",1,7,2.8,1.98885785202351
"X6",1,3,1.8,0.788810637746616
"X7",1,3,1.77777777777778,0.833333333333333
"X8",1,2,1.14285714285714,0.377964473009227
"X9",1,2,1.75,0.5
"X10",1,1,1,NA
"X11",3,3,3,NA
