"","min","max","mean","sd"
"X1",50,50,50,NA
"X2",44,44,44,NA
"X3",32,32,32,NA
"X4",25,25,25,NA
"X5",23,23,23,NA
"X6",19,19,19,NA
"X7",16,16,16,NA
"X8",12,12,12,NA
"X9",9,9,9,NA
"X10",9,9,9,NA
"X11",8,8,8,NA
