"","min","max","mean","sd"
"X1",50,50,50,NA
"X2",24,24,24,NA
"X3",19,19,19,NA
"X4",13,13,13,NA
"X5",8,8,8,NA
"X6",6,6,6,NA
"X7",6,6,6,NA
"X8",5,5,5,NA
"X9",1,1,1,NA
"X10",0,0,0,0
"X11",1,1,1,NA
