"","min","max","mean","sd"
"X1",30,30,30,0
"X2",11,26,17.97,2.80855475253373
"X3",6,19,11.69,2.8557756469048
"X4",1,15,8.16161616161616,2.39347356967144
"X5",1,12,6,2.12852348939305
"X6",1,8,4.59183673469388,1.93095636095563
"X7",1,8,3.4020618556701,1.64987243076569
"X8",1,8,2.85714285714286,1.42650644405156
"X9",1,5,2.13095238095238,1.06170767089063
"X10",1,5,1.77333333333333,0.923760430703401
"X11",1,5,1.66666666666667,0.967204151649352
