"","min","max","mean","sd"
"X1",0,0,0,0
"X2",9,9,9,NA
"X3",11,11,11,NA
"X4",11,11,11,NA
"X5",10,10,10,NA
"X6",7,7,7,NA
"X7",2,2,2,NA
"X8",2,2,2,NA
"X9",2,2,2,NA
"X10",2,2,2,NA
"X11",1,1,1,NA
