"","min","max","mean","sd"
"X1",0,0,0,0
"X2",4,16,10.18,2.62613130984832
"X3",5,22,13.83,3.29693766695671
"X4",8,22,14.34,2.99231338498149
"X5",6,23,13.87,3.10312647814973
"X6",7,22,13.28,2.82513966759418
"X7",7,18,11.59,2.69715525408651
"X8",4,18,10.59,2.74172768652737
"X9",1,15,9.2,2.51861754608244
"X10",3,13,8.02,2.62074089300771
"X11",1,13,6.8,2.40789945761442
