"","min","max","mean","sd"
"X1",0,0,0,0
"X2",0,0,0,0
"X3",0,0,0,0
"X4",3,3,3,NA
"X5",8,8,8,NA
"X6",9,9,9,NA
"X7",11,11,11,NA
"X8",13,13,13,NA
"X9",14,14,14,NA
"X10",14,14,14,NA
"X11",14,14,14,NA
