"","min","max","mean","sd"
"X1",0,0,0,0
"X2",10,30,19.7,6.20125435339944
"X3",21,35,28.7,4.59589188539311
"X4",23,35,29.6,3.71782493162632
"X5",24,38,29.7,4.54728246074265
"X6",20,31,26.7,3.49761823721991
"X7",19,28,22.9,2.84604989415154
"X8",18,27,22.3,2.40601099101581
"X9",12,29,18.7,4.69160005873381
"X10",10,24,15.7,4.11096095821889
"X11",8,22,12.7,4.3728963196287
