"","min","max","mean","sd"
"X1",0,0,0,0
"X2",0,0,0,0
"X3",4,4,4,NA
"X4",14,14,14,NA
"X5",26,26,26,NA
"X6",36,36,36,NA
"X7",43,43,43,NA
"X8",49,49,49,NA
"X9",53,53,53,NA
"X10",57,57,57,NA
"X11",61,61,61,NA
