"","min","max","mean","sd"
"X1",0,0,0,0
"X2",0,0,0,0
"X3",7,7,7,NA
"X4",10,10,10,NA
"X5",14,14,14,NA
"X6",15,15,15,NA
"X7",21,21,21,NA
"X8",22,22,22,NA
"X9",24,24,24,NA
"X10",25,25,25,NA
"X11",25,25,25,NA
