"","min","max","mean","sd"
"X1",30,30,30,0
"X2",15,21,18.2,2.25092573548455
"X3",9,19,12.1,3.31494930412049
"X4",5,11,8.1,1.91195071996
"X5",4,8,5.8,1.31656117720877
"X6",3,8,5.6,1.64654520469713
"X7",1,7,4,1.88561808316413
"X8",1,5,2.9,1.3703203194063
"X9",1,3,2,0.866025403784439
"X10",1,3,1.875,0.991031208965115
"X11",1,3,1.66666666666667,0.816496580927726
