"","min","max","mean","sd"
"X1",50,50,50,NA
"X2",21,21,21,NA
"X3",17,17,17,NA
"X4",14,14,14,NA
"X5",8,8,8,NA
"X6",5,5,5,NA
"X7",5,5,5,NA
"X8",4,4,4,NA
"X9",5,5,5,NA
"X10",2,2,2,NA
"X11",2,2,2,NA
