"","min","max","mean","sd"
"X1",0,0,0,0
"X2",1,2,1.5,0.577350269189626
"X3",2,9,4.6,2.22111083319436
"X4",4,12,8.5,2.79880927062444
"X5",9,18,13.2,2.78088714861523
"X6",12,20,15.8,2.82055944017416
"X7",15,22,18.6,2.31900361745681
"X8",17,22,20.3,1.63639169448448
"X9",18,25,21.4,2.17050941281329
"X10",20,26,22.6,2.06559111797729
"X11",21,27,23.6,2.01108041719978
