"","min","max","mean","sd"
"X1",100,100,100,0
"X2",70,90,79.4,6.46701030014815
"X3",59,73,63.2,4.07703596037884
"X4",45,60,52.9,5.48634668973808
"X5",34,52,44.2,5.20256347070045
"X6",30,48,37.7,4.73872931866292
"X7",28,41,33,4.44722135470878
"X8",22,34,27.3,3.52924291535105
"X9",19,27,23.3,2.45175673979111
"X10",18,24,20.3,1.82878222991269
"X11",16,25,18.8,3.15524255098646
