"","min","max","mean","sd"
"X1",0,0,0,0
"X2",6,6,6,NA
"X3",12,12,12,NA
"X4",11,11,11,NA
"X5",8,8,8,NA
"X6",9,9,9,NA
"X7",9,9,9,NA
"X8",7,7,7,NA
"X9",5,5,5,NA
"X10",6,6,6,NA
"X11",5,5,5,NA
