"","min","max","mean","sd"
"X1",50,50,50,0
"X2",35,45,40.5,3.24037034920393
"X3",29,38,33.4,2.98886823619465
"X4",25,34,28.9,2.99814757623585
"X5",22,28,25.2,2.14993539954628
"X6",18,27,21.7,3.12872000806862
"X7",16,25,19.6,3.50238014308365
"X8",11,25,16.4,5.3166405433005
"X9",8,23,14.7,4.90011337737313
"X10",6,20,13.1,4.14862761779255
"X11",4,16,10.7,3.65300485141266
