"","min","max","mean","sd"
"year_0",100,100,100,0
"year_1",89,100,94.72,2.23416990211469
"year_2",82,97,89.99,3.06328865334911
"year_3",74,94,85.39,3.64565605629605
"year_4",69,91,81.27,3.91798494900198
"year_5",66,88,76.98,3.9974234125739
"year_6",62,86,72.69,4.32912382951945
"year_7",57,82,68.98,4.94409146396387
"year_8",52,79,65.73,5.15194383243114
"year_9",50,76,62.47,5.11968867424691
"year_10",46,73,59.3,5.19420811864503
