"","min","max","mean","sd"
"X1",0,0,0,0
"X2",3,10,7,2
"X3",9,15,12.1,2.23358207570013
"X4",8,15,12.3,2.11081869319834
"X5",7,14,10.8,2.5298221281347
"X6",8,14,9.9,1.96920739836559
"X7",5,12,8.8,2.20100986922922
"X8",4,9,6.3,1.63639169448448
"X9",4,8,5.9,1.44913767461894
"X10",4,9,5.8,1.3984117975602
"X11",2,6,4.5,1.08012344973464
