"","min","max","mean","sd"
"X1",0,0,0,0
"X2",2,2,2,NA
"X3",10,10,10,NA
"X4",19,19,19,NA
"X5",23,23,23,NA
"X6",26,26,26,NA
"X7",28,28,28,NA
"X8",33,33,33,NA
"X9",42,42,42,NA
"X10",43,43,43,NA
"X11",45,45,45,NA
