"","min","max","mean","sd"
"X1",0,0,0,0
"X2",0,0,0,0
"X3",1,1,1,NA
"X4",3,3,3,NA
"X5",13,13,13,NA
"X6",14,14,14,NA
"X7",21,21,21,NA
"X8",27,27,27,NA
"X9",32,32,32,NA
"X10",36,36,36,NA
"X11",38,38,38,NA
