"","min","max","mean","sd"
"X1",0,0,0,0
"X2",1,4,1.55555555555556,0.718138754308839
"X3",4,18,9.41,2.35742969088682
"X4",10,21,14.92,2.16808811181789
"X5",10,24,18.37,2.20034432567159
"X6",10,24,20.55,1.9089105253886
"X7",10,25,21.85,1.76598042703957
"X8",10,25,22.66,1.70098010962308
"X9",10,25,23.19,1.64957907088782
"X10",10,26,23.6,1.69967317119759
"X11",10,26,23.78,1.7149373460888
