"","min","max","mean","sd"
"year_0",0,0,0,0
"year_1",2,8,5.5,2.12132034355964
"year_2",7,12,9.8,1.98885785202351
"year_3",12,17,14.7,1.70293863659264
"year_4",14,24,18.9,2.7264140062238
"year_5",18,29,22.8,3.58391468152416
"year_6",22,32,26.7,3.8020462326957
"year_7",26,38,31.7,4.29599296502631
"year_8",27,44,34.9,5.68526360182377
"year_9",29,46,37.3,5.25039681040078
"year_10",31,48,40.8,5.69209978830308
