"","min","max","mean","sd"
"X1",0,0,0,0
"X2",1,1,1,NA
"X3",4,4,4,NA
"X4",5,5,5,NA
"X5",14,14,14,NA
"X6",19,19,19,NA
"X7",19,19,19,NA
"X8",20,20,20,NA
"X9",20,20,20,NA
"X10",23,23,23,NA
"X11",25,25,25,NA
