"","min","max","mean","sd"
"X1",0,0,0,0
"X2",1,6,2.01333333333333,1.22467131093197
"X3",3,15,7.93,2.42568328393041
"X4",9,23,14.99,3.20824380040362
"X5",13,28,20.95,3.28564370336385
"X6",19,33,25.35,3.20786596359699
"X7",21,36,29.02,2.95412739855083
"X8",26,38,32.53,2.51643085389292
"X9",28,42,35.49,2.7321320346106
"X10",30,44,37.87,2.43565684003807
"X11",34,45,39.73,2.25117253398707
