"","min","max","mean","sd"
"X1",0,0,0,0
"X2",15,15,15,NA
"X3",7,7,7,NA
"X4",3,3,3,NA
"X5",2,2,2,NA
"X6",1,1,1,NA
"X7",1,1,1,NA
"X8",0,0,0,0
"X9",0,0,0,0
"X10",0,0,0,0
"X11",0,0,0,0
