"","min","max","mean","sd"
"X1",100,100,100,0
"X2",69,90,78.92,4.51636754013397
"X3",54,82,64.63,5.10427628206354
"X4",43,67,53.57,5.00959685065182
"X5",34,57,44.59,4.71853212922678
"X6",25,54,38.74,4.66800846510619
"X7",20,46,33.09,4.86192172173543
"X8",19,39,28.2,4.39926531974776
"X9",16,38,24.25,4.2004689492888
"X10",12,31,21.2,3.86384432001251
"X11",9,28,18.48,3.61389015054443
