"","min","max","mean","sd"
"X1",20,20,20,NA
"X2",4,4,4,NA
"X3",6,6,6,NA
"X4",4,4,4,NA
"X5",2,2,2,NA
"X6",1,1,1,NA
"X7",0,0,0,0
"X8",0,0,0,0
"X9",0,0,0,0
"X10",0,0,0,0
"X11",0,0,0,0
