"","min","max","mean","sd"
"X1",0,0,0,0
"X2",1,4,2.6,1.34164078649987
"X3",8,13,9.8,1.75119007154183
"X4",14,17,15.2,1.03279555898864
"X5",14,21,18.5,2.12132034355964
"X6",19,22,20.3,1.33749350984926
"X7",19,23,21.1,1.44913767461894
"X8",20,23,22,1.05409255338946
"X9",21,24,22.6,0.966091783079296
"X10",21,25,23.1,1.28668393770792
"X11",22,25,23.2,1.13529242439509
