"","min","max","mean","sd"
"X1",25.49999999949,25.49999999949,25.49999999949,0
"X2",25.0454545448853,26.9591836729192,26.2899829578526,0.314852099584598
"X3",22.694444443814,27.642857142199,25.5294871850585,0.907238444522587
"X4",19.5925925918669,27.3658536578691,24.5477623251996,1.40136854295733
"X5",19.7727272718285,28.8378378370584,23.6175996850612,1.49927237940955
"X6",18.7499999990625,28.8709677410042,22.9518619340534,1.69845234175753
"X7",16.5999999988933,27.1363636351302,22.5667748693687,1.95281914754116
"X8",15.9285714274337,27.4705882336782,21.9719235894027,2.18363170418618
"X9",16.2499999979688,27.6249999965469,21.6356864148158,2.31617269131038
"X10",16.79999999832,28.0666666647956,21.6196858645666,2.33375847982497
"X11",15.6249999980469,26.5833333311181,21.5473888450685,2.41216759846516
