"","min","max","mean","sd"
"X1",0,0,0,0
"X2",2,2,2,NA
"X3",9,9,9,NA
"X4",15,15,15,NA
"X5",18,18,18,NA
"X6",20,20,20,NA
"X7",21,21,21,NA
"X8",22,22,22,NA
"X9",22,22,22,NA
"X10",22,22,22,NA
"X11",22,22,22,NA
