"","min","max","mean","sd"
"X1",40.499999997975,40.499999997975,40.499999997975,0
"X2",40.699999997965,41.3499999979325,40.9599999980106,0.182269641531733
"X3",39.7999999973467,41.529411762263,40.7783031081789,0.630100282088068
"X4",38.5454545419504,42.9999999964167,40.6685314652302,1.45801188076587
"X5",38.7272727237521,44.545454541405,40.8775108179554,2.03990848761388
"X6",36.5714285662041,42.499999989375,39.8014285655032,1.97017961256707
"X7",33.49999998325,44.6666666517778,39.2340692547592,3.1727791885128
"X8",31.999999984,47.999999952,39.3905555402392,4.64443413653132
"X9",32.9999999835,42.49999997875,38.120833320406,3.20183169085429
"X10",30.999999969,41.999999958,36.7407407201716,3.70820328578239
"X11",31.999999968,42.9999999785,37.1944444213403,3.84418753176626
