"","min","max","mean","sd"
"X1",30,30,30,0
"X2",19,26,21.5,2.06827894099848
"X3",10,18,14.7,2.40601099101581
"X4",7,15,11.1,2.42441287279576
"X5",5,13,8.6,2.7968235951204
"X6",4,9,6.8,1.47572957474524
"X7",3,9,5.6,1.89736659610103
"X8",2,8,5.5,1.64991582276861
"X9",1,8,5.1,1.85292561462497
"X10",2,6,4,1.56347191994114
"X11",1,6,3.9,1.66332999331662
