"","min","max","mean","sd"
"X1",0,0,0,0
"X2",6,14,10,2.35702260395516
"X3",7,13,10.3,1.88856206322871
"X4",6,12,8.4,1.71269767715535
"X5",4,10,7,1.82574185835055
"X6",4,8,5.4,1.50554530541816
"X7",2,7,3.7,1.76698110409314
"X8",1,7,2.7,1.76698110409314
"X9",1,5,2.875,1.5526475085203
"X10",1,3,1.625,0.916125381312904
"X11",1,4,1.75,1.03509833901353
