"","min","max","mean","sd"
"X1",0,0,0,0
"X2",1,3,1.31818181818182,0.559095173103303
"X3",2,14,6.23,2.36495883749174
"X4",6,20,11,2.87447843314683
"X5",8,22,14.48,2.96266328450834
"X6",8,23,17.35,2.56383157076129
"X7",8,25,19.36,2.63818119165458
"X8",8,25,20.81,2.4024188147815
"X9",8,26,22.01,2.28077162204356
"X10",8,27,22.94,2.22846597597105
"X11",8,29,23.81,2.26833717408888
