"","min","max","mean","sd"
"X1",0,0,0,0
"X2",1,4,1.48571428571429,0.696634916609365
"X3",2,15,7.7,2.44742701421288
"X4",6,28,16.44,3.84896680351305
"X5",14,38,25.83,4.55284348933541
"X6",20,44,35.06,5.04288677948525
"X7",31,54,43.68,4.68153475654808
"X8",39,60,50.96,4.81982438172876
"X9",45,67,57.64,4.7022882888563
"X10",51,76,63.67,4.70987571947809
"X11",57,78,68.1,4.19354964032365
