"","min","max","mean","sd"
"X1",50,50,50,0
"X2",42,47,45.3,1.70293863659264
"X3",37,45,40.7,2.62678510731274
"X4",31,41,37,3.09120616516523
"X5",28,38,34.2,3.15524255098646
"X6",25,37,31.4,3.47051068928543
"X7",23,32,28.1,3.21282153600573
"X8",22,31,26.7,2.66874918683308
"X9",22,28,25.1,2.33095116493961
"X10",15,27,22.7,3.49761823721991
"X11",16,25,22.1,2.76686746259295
