"","min","max","mean","sd"
"X1",0,0,0,0
"X2",27,27,27,NA
"X3",23,23,23,NA
"X4",17,17,17,NA
"X5",19,19,19,NA
"X6",19,19,19,NA
"X7",17,17,17,NA
"X8",13,13,13,NA
"X9",3,3,3,NA
"X10",5,5,5,NA
"X11",3,3,3,NA
