"","min","max","mean","sd"
"X1",20,20,20,0
"X2",4,9,6.4,1.89736659610103
"X3",2,7,4.6,1.42984070596848
"X4",1,6,2.625,1.84681192483541
"X5",1,3,1.77777777777778,0.666666666666667
"X6",1,3,1.57142857142857,0.786795792469443
"X7",1,2,1.2,0.447213595499958
"X8",1,2,1.25,0.5
"X9",1,1,1,NA
"X10",2,2,2,NA
"X11",0,0,0,0
