"","min","max","mean","sd"
"X1",0,0,0,0
"X2",6,6,6,NA
"X3",17,17,17,NA
"X4",22,22,22,NA
"X5",14,14,14,NA
"X6",17,17,17,NA
"X7",13,13,13,NA
"X8",11,11,11,NA
"X9",9,9,9,NA
"X10",5,5,5,NA
"X11",4,4,4,NA
