"","min","max","mean","sd"
"X1",0,0,0,0
"X2",40.699999997965,41.3499999979325,40.9599999980106,0.182269641531733
"X3",39.7999999973467,41.529411762263,40.7783031081789,0.630100282088068
"X4",38.5454545419504,42.9999999964167,40.6685314652302,1.45801188076587
"X5",38.7272727237521,47.2727272684298,41.9538095191316,2.839489019478
"X6",37.9999999945714,47.499999988125,42.1752380889338,3.30717593866695
"X7",33.49999998325,50.79999998984,43.7561471759879,4.60924547005265
"X8",36.9999999815,57.999999942,44.2238888713355,6.3596259672137
"X9",36.79999999264,47.49999997625,40.662499986172,3.51258225632771
"X10",30.999999969,51.999999948,40.7962962735318,7.40062768102366
"X11",31.999999968,47.999999976,38.3055555320347,4.99339842115126
