"","min","max","mean","sd"
"X1",0,0,0,0
"X2",5,14,9.4,3.06231575409489
"X3",10,18,13.6,2.95145914949049
"X4",9,22,13.6,3.43834585552737
"X5",6,17,13,2.98142396999972
"X6",10,17,13.2,2.29975844142138
"X7",9,15,11.3,1.76698110409314
"X8",7,14,10.9,2.23358207570013
"X9",7,11,8.4,1.42984070596848
"X10",4,10,7,2.05480466765633
"X11",1,11,6.4,2.98886823619465
