"","min","max","mean","sd"
"X1",0,0,0,0
"X2",17,33,23.1,3.3166247903554
"X3",12,27,19.95,3.02305952453618
"X4",8,21,14.7,2.98988192733324
"X5",5,20,11.1,2.92153273734072
"X6",1,13,8.28,2.67453384968882
"X7",2,13,6.53,2.57201332135985
"X8",1,11,4.77777777777778,1.99261675741978
"X9",1,8,3.41237113402062,1.59917021008545
"X10",1,6,2.58762886597938,1.30505888532207
"X11",1,6,2.02247191011236,1.10759288641761
