"","min","max","mean","sd"
"X1",0,0,0,0
"X2",0,0,0,0
"X3",8,8,8,NA
"X4",20,20,20,NA
"X5",31,31,31,NA
"X6",36,36,36,NA
"X7",40,40,40,NA
"X8",40,40,40,NA
"X9",41,41,41,NA
"X10",45,45,45,NA
"X11",47,47,47,NA
