time,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90,Age_91,Age_92,Age_93,Age_94,Age_95,Age_96,Age_97,Age_98,Age_99,Male_0,Male_1,Male_2,Male_3,Male_4,Male_5,Male_6,Male_7,Male_8,Male_9,Male_10,Male_11,Male_12,Male_13,Male_14,Male_15,Male_16,Male_17,Male_18,Male_19,Male_20,Male_21,Male_22,Male_23,Male_24,Male_25,Male_26,Male_27,Male_28,Male_29,Male_30,Male_31,Male_32,Male_33,Male_34,Male_35,Male_36,Male_37,Male_38,Male_39,Male_40,Male_41,Male_42,Male_43,Male_44,Male_45,Male_46,Male_47,Male_48,Male_49,Male_50,Male_51,Male_52,Male_53,Male_54,Male_55,Male_56,Male_57,Male_58,Male_59,Male_60,Male_61,Male_62,Male_63,Male_64,Male_65,Male_66,Male_67,Male_68,Male_69,Male_70,Male_71,Male_72,Male_73,Male_74,Male_75,Male_76,Male_77,Male_78,Male_79,Male_80,Male_81,Male_82,Male_83,Male_84,Male_85,Male_86,Male_87,Male_88,Male_89,Male_90,Male_91,Male_92,Male_93,Male_94,Male_95,Male_96,Male_97,Male_98,Male_99,Dead_0,Dead_1,Dead_2,Dead_3,Dead_4,Dead_5,Dead_6,Dead_7,Dead_8,Dead_9,Dead_10,Dead_11,Dead_12,Dead_13,Dead_14,Dead_15,Dead_16,Dead_17,Dead_18,Dead_19,Dead_20,Dead_21,Dead_22,Dead_23,Dead_24,Dead_25,Dead_26,Dead_27,Dead_28,Dead_29,Dead_30,Dead_31,Dead_32,Dead_33,Dead_34,Dead_35,Dead_36,Dead_37,Dead_38,Dead_39,Dead_40,Dead_41,Dead_42,Dead_43,Dead_44,Dead_45,Dead_46,Dead_47,Dead_48,Dead_49,Dead_50,Dead_51,Dead_52,Dead_53,Dead_54,Dead_55,Dead_56,Dead_57,Dead_58,Dead_59,Dead_60,Dead_61,Dead_62,Dead_63,Dead_64,Dead_65,Dead_66,Dead_67,Dead_68,Dead_69,Dead_70,Dead_71,Dead_72,Dead_73,Dead_74,Dead_75,Dead_76,Dead_77,Dead_78,Dead_79,Dead_80,Dead_81,Dead_82,Dead_83,Dead_84,Dead_85,Dead_86,Dead_87,Dead_88,Dead_89,Dead_90,Dead_91,Dead_92,Dead_93,Dead_94,Dead_95,Dead_96,Dead_97,Dead_98,Dead_99,Sick_0,Sick_1,Sick_2,Sick_3,Sick_4,Sick_5,Sick_6,Sick_7,Sick_8,Sick_9,Sick_10,Sick_11,Sick_12,Sick_13,Sick_14,Sick_15,Sick_16,Sick_17,Sick_18,Sick_19,Sick_20,Sick_21,Sick_22,Sick_23,Sick_24,Sick_25,Sick_26,Sick_27,Sick_28,Sick_29,Sick_30,Sick_31,Sick_32,Sick_33,Sick_34,Sick_35,Sick_36,Sick_37,Sick_38,Sick_39,Sick_40,Sick_41,Sick_42,Sick_43,Sick_44,Sick_45,Sick_46,Sick_47,Sick_48,Sick_49,Sick_50,Sick_51,Sick_52,Sick_53,Sick_54,Sick_55,Sick_56,Sick_57,Sick_58,Sick_59,Sick_60,Sick_61,Sick_62,Sick_63,Sick_64,Sick_65,Sick_66,Sick_67,Sick_68,Sick_69,Sick_70,Sick_71,Sick_72,Sick_73,Sick_74,Sick_75,Sick_76,Sick_77,Sick_78,Sick_79,Sick_80,Sick_81,Sick_82,Sick_83,Sick_84,Sick_85,Sick_86,Sick_87,Sick_88,Sick_89,Sick_90,Sick_91,Sick_92,Sick_93,Sick_94,Sick_95,Sick_96,Sick_97,Sick_98,Sick_99,Healthy_0,Healthy_1,Healthy_2,Healthy_3,Healthy_4,Healthy_5,Healthy_6,Healthy_7,Healthy_8,Healthy_9,Healthy_10,Healthy_11,Healthy_12,Healthy_13,Healthy_14,Healthy_15,Healthy_16,Healthy_17,Healthy_18,Healthy_19,Healthy_20,Healthy_21,Healthy_22,Healthy_23,Healthy_24,Healthy_25,Healthy_26,Healthy_27,Healthy_28,Healthy_29,Healthy_30,Healthy_31,Healthy_32,Healthy_33,Healthy_34,Healthy_35,Healthy_36,Healthy_37,Healthy_38,Healthy_39,Healthy_40,Healthy_41,Healthy_42,Healthy_43,Healthy_44,Healthy_45,Healthy_46,Healthy_47,Healthy_48,Healthy_49,Healthy_50,Healthy_51,Healthy_52,Healthy_53,Healthy_54,Healthy_55,Healthy_56,Healthy_57,Healthy_58,Healthy_59,Healthy_60,Healthy_61,Healthy_62,Healthy_63,Healthy_64,Healthy_65,Healthy_66,Healthy_67,Healthy_68,Healthy_69,Healthy_70,Healthy_71,Healthy_72,Healthy_73,Healthy_74,Healthy_75,Healthy_76,Healthy_77,Healthy_78,Healthy_79,Healthy_80,Healthy_81,Healthy_82,Healthy_83,Healthy_84,Healthy_85,Healthy_86,Healthy_87,Healthy_88,Healthy_89,Healthy_90,Healthy_91,Healthy_92,Healthy_93,Healthy_94,Healthy_95,Healthy_96,Healthy_97,Healthy_98,Healthy_99,Time_0,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Time_11,Time_12,Time_13,Time_14,Time_15,Time_16,Time_17,Time_18,Time_19,Time_20,Time_21,Time_22,Time_23,Time_24,Time_25,Time_26,Time_27,Time_28,Time_29,Time_30,Time_31,Time_32,Time_33,Time_34,Time_35,Time_36,Time_37,Time_38,Time_39,Time_40,Time_41,Time_42,Time_43,Time_44,Time_45,Time_46,Time_47,Time_48,Time_49,Time_50,Time_51,Time_52,Time_53,Time_54,Time_55,Time_56,Time_57,Time_58,Time_59,Time_60,Time_61,Time_62,Time_63,Time_64,Time_65,Time_66,Time_67,Time_68,Time_69,Time_70,Time_71,Time_72,Time_73,Time_74,Time_75,Time_76,Time_77,Time_78,Time_79,Time_80,Time_81,Time_82,Time_83,Time_84,Time_85,Time_86,Time_87,Time_88,Time_89,Time_90,Time_91,Time_92,Time_93,Time_94,Time_95,Time_96,Time_97,Time_98,Time_99,Random_0,Random_1,Random_2,Random_3,Random_4,Random_5,Random_6,Random_7,Random_8,Random_9,Random_10,Random_11,Random_12,Random_13,Random_14,Random_15,Random_16,Random_17,Random_18,Random_19,Random_20,Random_21,Random_22,Random_23,Random_24,Random_25,Random_26,Random_27,Random_28,Random_29,Random_30,Random_31,Random_32,Random_33,Random_34,Random_35,Random_36,Random_37,Random_38,Random_39,Random_40,Random_41,Random_42,Random_43,Random_44,Random_45,Random_46,Random_47,Random_48,Random_49,Random_50,Random_51,Random_52,Random_53,Random_54,Random_55,Random_56,Random_57,Random_58,Random_59,Random_60,Random_61,Random_62,Random_63,Random_64,Random_65,Random_66,Random_67,Random_68,Random_69,Random_70,Random_71,Random_72,Random_73,Random_74,Random_75,Random_76,Random_77,Random_78,Random_79,Random_80,Random_81,Random_82,Random_83,Random_84,Random_85,Random_86,Random_87,Random_88,Random_89,Random_90,Random_91,Random_92,Random_93,Random_94,Random_95,Random_96,Random_97,Random_98,Random_99,InstructionNumber_0,InstructionNumber_1,InstructionNumber_2,InstructionNumber_3,InstructionNumber_4,InstructionNumber_5,InstructionNumber_6,InstructionNumber_7,InstructionNumber_8,InstructionNumber_9,InstructionNumber_10,InstructionNumber_11,InstructionNumber_12,InstructionNumber_13,InstructionNumber_14,InstructionNumber_15,InstructionNumber_16,InstructionNumber_17,InstructionNumber_18,InstructionNumber_19,InstructionNumber_20,InstructionNumber_21,InstructionNumber_22,InstructionNumber_23,InstructionNumber_24,InstructionNumber_25,InstructionNumber_26,InstructionNumber_27,InstructionNumber_28,InstructionNumber_29,InstructionNumber_30,InstructionNumber_31,InstructionNumber_32,InstructionNumber_33,InstructionNumber_34,InstructionNumber_35,InstructionNumber_36,InstructionNumber_37,InstructionNumber_38,InstructionNumber_39,InstructionNumber_40,InstructionNumber_41,InstructionNumber_42,InstructionNumber_43,InstructionNumber_44,InstructionNumber_45,InstructionNumber_46,InstructionNumber_47,InstructionNumber_48,InstructionNumber_49,InstructionNumber_50,InstructionNumber_51,InstructionNumber_52,InstructionNumber_53,InstructionNumber_54,InstructionNumber_55,InstructionNumber_56,InstructionNumber_57,InstructionNumber_58,InstructionNumber_59,InstructionNumber_60,InstructionNumber_61,InstructionNumber_62,InstructionNumber_63,InstructionNumber_64,InstructionNumber_65,InstructionNumber_66,InstructionNumber_67,InstructionNumber_68,InstructionNumber_69,InstructionNumber_70,InstructionNumber_71,InstructionNumber_72,InstructionNumber_73,InstructionNumber_74,InstructionNumber_75,InstructionNumber_76,InstructionNumber_77,InstructionNumber_78,InstructionNumber_79,InstructionNumber_80,InstructionNumber_81,InstructionNumber_82,InstructionNumber_83,InstructionNumber_84,InstructionNumber_85,InstructionNumber_86,InstructionNumber_87,InstructionNumber_88,InstructionNumber_89,InstructionNumber_90,InstructionNumber_91,InstructionNumber_92,InstructionNumber_93,InstructionNumber_94,InstructionNumber_95,InstructionNumber_96,InstructionNumber_97,InstructionNumber_98,InstructionNumber_99
0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
